Sentiment,Tweet
0,Woke up 10 times during my sleep because of the stupid cough I have!! Loosing my voice  its so bad!
0,"And why is there nothing on TV tonight (non-foxtel, wish I had foxtel   )"
1,So tired. All I can do is laugh at the mounds of paper on my desk. Ha ha ha 
0,Why does my house have no batteries anywhere inside it? Why won't my mum pick up her phone? I want to play Lego Batman 
1,will play JL. Be right back. 
1,@BeCreative76 oh my gosh YAY i wish they had proms here  eh ive been fine OH i got an A in art  so yeah pretty good 
1,@unklerupert yeah that's the one we were talking about. Thanks for posting that link. 
1,@KRoseL i reserve the right to not tweet about how i'm thinking about you kelle. 
1,@lynnehorn and I will need it for threshold application so no pressure 
1,@wingedstray  hope u guys have fn  &lt;33
1,@veronicadlcruz YAY for #Eric! That's amazing news. 
1,With a little Kennedy style thrown in.  http://bit.ly/yK934
1,@gillianrundell7 aw lovely  x
1,Is watching Hollyoaks 
1,@hamthrax god bless hamthrax and sheelple... btw love the background 
0,"If it was easy, it wouldn't be called Love. My poor baby girl is hurtin. "
1,Waiting at safe way. Im listening to paris and reading the news paper.. My life is pretty great 
0,can't find a good font to fit the domain name.  http://plurk.com/p/oyk5h
0,Rain aagrh! 25 miles off road on the bike does not seem like a jolly prospect 
1,monday is firstday of school. can't wait! 
1,Woke up to a txt from my boss saying were not working in the rain  back to bed for me.
0,Had a YUMMY dinner...grilled chicken salad...mmmmmmmm...unfortunately not as excited about doing the dishes that FANTASTIC dinner created 
0,"Extremely exhausted, but the day isn't over yet  grad party in a few, then afterward? No idea."
0,@mnstrsnmnchkns Me too... wine has worn off on me now  just getting Soph back to sleep too  xx nighty night xxx
1,@eds_m Keep the posts coming! 
1,is getting her braces off in a month  http://plurk.com/p/116uv9
1,LOVING the new computer! Learning some PSCS4....should probably be sleeping 
1,good weekend so far  pool tomorrow with the boyssss
1,iPhone should be delivered by midday 
0,Awwww Margaret is leaving The Apprentice  http://bit.ly/1RfzW 
0,OMG! Starving. Not sure I'm gonna make it to lunch... was out of my usual instant oatmeal so had no breakfast 
0,@AstroBoyCLASSIC nthn.. bout 2 get on this hw.. 
1,@maggie1993 Do they have any of that where u stay? then we can get some when i come 
0,please make the rain stop ! I am off to Blenhiem Palace and have a bbq to light up later ... 
1,@Duidl_Media need a late night snack?  
0,i lost 4 followers  It is my new photo?
1,@DONNASAWR Thank you Donna. 
0,OMG i missed saying it was my 50th update  Anyway here's the rash: http://bit.ly/9Fzyu
0,another hot monday 
0,feels that he has an upset stomach... Ouch!!!  http://plurk.com/p/11tdpr
1,@sophiemcflyx gooodnight stinky  x
0,@heathernicoolia i know!!! but im flying tomorrow... i have to shuttle all the mothers to la tomorrow 
1,haha... The Taliban Song- Tobey Keith 
0,"@jmarianu if my office is locked, then someone is in trouble cuz I don't have a key and apparently no one does "
1,@AJKiedis 20min thinking what to say finally decided the mind has drawn a blank! I don't suffer from insanity.I enjoy every minute of it 
0,@covertjew *cry cry cry cry* I just got you back and now you go away on me....  *weep cry sob*
0,"@TheRealScarab PA system bugs are a bummer, sorry.  "
1,@mturian  You too.  Thanks again for the opportunity.  What was your gunslinging record at the end of the day?  Those Demigods were nasty 
1,"@SarahWisbey I was for a short time, but I'm here now girlfriend! "
1,@bugaboo628 check your mail 
0,Aah bushes as jack in the box kinda Fuck up your legs when you run into them.. 
1,@mattdave5710 You did work at Pentagon City right? That was your training ground. 
0,@ghetto_sheek girl naw  I gotta get approved again cuz they moved him 2 a different place lastweek so we won't c him for another month 
0,@GORGEOUS_DEV lols ur hunniie...we just met. Nd don't put the sad face...it makes me feel bad  only I could do dat lols
1,@theycallmeshua hey i didnt mean it that way haha you have that right 
0,@purityring  i tried responding to you but you signed off too fast.. but i'm going to lay down and i love you/i'm sorry
0,note to self: don't leave graphics for 2 days before the due date 
0,@wilbrown at least you have a plot to lose ! 
0,I'm drowning in work. Test and 2 presentations tomorrow then getting ready for finals 
0,"Studying for the Earth Science Regents for tomorrow.  With my luck, I am going to fail with like a 64.  Blah. "
0,Naw sry buh I ain't a fan of grits 
0,@lightrailblog the link is broken 
0,"@jneira  there are rss and atom feeds linked within the site, are those not working or should I put an explicit rss link on my site?"
1,@colettea your ticket = sorted  eeee excitedddd!
0,HUAAA teves leaves MU 
0,@rickmydick THAT IS EXACTLY WHAT I'VE BEEN LOOKING FOR! Too bad I'm in COS a week before it starts 
1,Wonderful day talking and playing wow with him. Actually can't wait to wake up tomorrow... How odd... lol. Goodnight tweeters!!! 
0,@epiphanygirl Aw man-i'm too late! I guess seeing Teena Marie AND Chrisette in one week was too much to ask for 
1,@WeblogofWeeds cute...he ceserves to milk your attention...I'd do the same thing as you!! 
1,@surajiitb Thank you 
1,"Okay here I go..this week Take Two: Electric Boogaloo!  Hello all, how is everyone this morning? "
1,working all day  rain rain go away =(
1,is at home thinking what a quality day  it will be 2day  x
0,not going back to AI for three weeks. I think im going to miss it 
0,@kate38381849 omg omg omg omg KATIEEEEEEEEEEEEEEEEE y r u going to the airport??????? 
1,"@DellServerGeek and by PXCE I mena PXE, of course "
1,@evilbride greaat thankies  mind 2 intro?
1,@AgentGirly just missed your last tweet...was preparing for that beauty sleep 
1,"Conclusion after today's game,Time to start saving for a 300mm "
0,Just ate Wendy's ...didn't pay for any of my drinks tonight- bc the owner did... Now I have a headache 
0,"Work is so slow, I'm seriously considering quitting my job this week "
1,@mijomuffins do you have the link to any other pictures from SK? and that isa GREAT shot of him 
0,ok just watched et i want that twilight magazine!! awwe!! sum1 tell me where i'm gonna be able to get 1 in australia?? 
0,At the doctor. Getting a shot  then off to work to work 8 gruesome hours. Hopefully this day speeds by fast
0,arggghh im scared of thunder 
0,wants to start BAWLIN cuz @4everbrandy is gonna b in NYC &amp; i'm flippin broke ... excuse me while I be xtremely upset 
0,dad's had an idea that becaue it's tipping it down there will be no one at warwick castle. so we're off there for the day . HELP 
1,@JessicaLeanne2 so its hard for me to keep up with the net as the pages load so very slow. i hope you have a fun day! GREAT Mley won!! 
0,"Alive &amp; Kicking! My iPhone is back! Worst thing updating apps, reinstalling jailbroken apps and re-enter passwords, some missing contacts "
1,"@CobwebsStir This is true. I tend to worry, though. I'm the worrying sort. I'll get myself together, don't worry. "
0,@PotFace i actually like school. most of my friends are graduating tomorrow 
0,But I really meant especially polar bears 
0,my mind is wandering like crazy.  and i dont like it 
0,good mornning. already at work and had breakfast. going to the gym again tonight. my muscles still ache. ouch. 
0,a lotta texts about parties in CA tonight and i'm not even there 
1,lifetime and snacksss 
0,@Mark_Milly I liked the other profile pic. 
0,missing shane terribly 
1,@EscapeTheFate it sure is. I get to see you twice 
0,Got home &amp; my copy of GB is here! Had a little play. I'm too drunk to be chasing spooks  looks good though
0,I am not happy with Carl Edwards qualifying back to 25th so far 
1,"@ Suecosby -- so is the news public yet? I've been hearing about it everywhere except from you   Best of luck. Big job, but ur the best"
1,"ahhh, i &lt;3 tonight. i picked such a good night to stay home. "
1,@missjia lmfao!!!!!.......!.... Wait did she just say niggas and yeast infection in the same sentence...i think i gotta throw up 
0,@CorvsQueen  I read your tweets too! *hugs*
0,Why - when I pose an uncomfortable question to businesses on Twitter do they just decide not to respond rather than engage? Very rude! 
1,@SLT23C Sometime throughout my life.  (via @bryancheung)
1,@tordupp i love you! 
0,OMFG I keep biting my cheek or scratching my gums. My mouth is so messed up and it hurts to eat 
0,I'm converting a SQL Server DW app to run on Oracle. Not exactly fun: T-SQL â  PL/SQL   4 days of non-stop regex so farâ¦
1,katy perry's album is brill 
0,@brockmanj awe you're gonna go right now? That's cool 
1,Good morning my Tweepies. It's a great morning. I slept until 11 am w/o waking up w/ pain. Lazy lazy Sunday. It feels great to sleep in. 
1,@shelliwazzu I take nappies too 
1,@ridney yeah jolly good luck with that Rippblock 
0,@lipstickmasala What?! He chose one of them? Nooo... Betty was supposed to get him in the end. 
0,OWW My measuring tape just snapped back against my upper arm  LOL
1,Watched the Hills Sad to See LC Leave Good Thing I Still Have Paris Hilton's New BFF To Watch The Drama Continues 
1,@Jonasbrothers i'll  be there! 
0,Hey sexy's! Miss ya'll! As for me I'm getting ready to be a loser on a friday nite  and take a long hot bubble bath and read a book! Fun..
0,We found a dead bunny in the backyard this morning   Rip little one .
1,Morning Twitter 
1,"@scodal Yes I did, I find it too much work, then again I'm a lazy bum "
1,@Jason_Manford you were brilliant on friday in carlisle!!!  loved every second of it!! and congrats to you and mrs m. x
0,Its too nice out to be in work 
1,Going to get twitter app 
1,@RinnaTheCat 555 à¸à¸²à¸à¸­à¸·à¹à¸à¸­à¸²à¸à¸à¸°à¸à¸­à¸à¸³à¹à¸à¹à¸à¹à¸à¸µà¸¢à¸à¹à¸à¹ à¹?à¸à¹à¸à¸²à¸à¸à¸µà¹à¸ªà¸à¸ªà¸±à¸¢à¸à¹à¸­à¸à¸à¸±à¸à¸à¸¹à¸«à¸¸à¹à¸¡à¸ªà¹à¸à¸ªà¸à¸²à¸à¹à¸à¸µà¸¢à¸§ 
1,@debjean i miss grandma and grandpa A LOT!!! Sometimes Collin's old spirit seems all too familiar 
0,@JoannaZuckla you have swine flu now 
1,ok so today..im actually gonna go do summat...instead spendin ma day on here...wow...tam is comin over  shops?  good morning!
0,"@louise__ Atleast your going, i fucking wish i was "
0,@alphaharlot they pay others to do it 
1,"Heh. Looked at http://myhandle.com/ per @stephenfry and... as usual, it slams to a halt.  It's going to be a verb soon, like slashdotted."
0,I wish I was with @mileycyrus @ddlovato @selena gomez and @jonasbrothers 
1,@ricklondon I love your cartoons 
1,@markdavidgerson ...whether it's about your books or your daughter or your car in the shop 
1,@jconpoet LOL! thanks 
0,"Learned its way more fun to pretend to be sick, than to actually be sick "
0,@xRawRxJonAsx- i misss you  nd omg only 3 more exams then im free!!!!!! LOL
1,Just enjoyed a nice bike ride! 
0,doesn't anybody wanna fly to cologne ? no traffic there atm 
0,@swarmichael dude. I'd love to but I'm so hungover .. Feeling poopie 
1,well last night turned out to be more boring than relaxing haha gona hit the shops today 
1,"@mykasaraw yeah, you should've been thankful to me before, b'cos you have a friend like me  not like @wryckyanno"
1,Lol I love partying with my bitches. 
1,Just got carne asado fries at roberto's after chilling at the lambda house and on our way to psi chi's 
0,dreading exams tomoro  i hate aspects of my life so much. People make me angry.. Im going to bed cba anymore.
0,It's the middle of June and I'm sick... 
0,@ph115 (((PH))) What am I going to do with myself now???   
1,@qippy its a good idea 
0,Just home from Portugal 
0,Fed up with getting my gaming orders cancelled  maybe i shld look for a pre-owned one instead.
0,It just makes me happy! over and over again. I wish I wan't afraid to fly  http://tinyurl.com/64skpp
1,"@FabDesigner Thanks,yeah its much much better  and more jobs in canada 2 compared to scotland"
0,@phel That's terrible. 
0,"A good gym session after a weekend of BBQ's, beer and cake, much rather be outside on the bike though, but a crust must be earned "
0,if only the shake shack line weren't two blocks long 
1,"Write,read,write and read. Hmm. That's pretty much what I'll be getting my hands on. We'll see how it goes. "
0,@girlgeeks what about those of us who can't make either? 
1,@juliaelman Congratulations. Very happy for you 
0,"Havent really updated.. been busy, and GROUNDED. It sucks. "
0,I miss Jonathan From Spotify  he was my friend.
0,"@RXanthophobia It was easy, thank god! i'm really worried about history though, i need to go shopping with you and @sarakinsfab "
1,@sophielovemcfly goood  yeahh am mint tah xD ive tagged you in a note on fb  x
1,@ tha hi-fi awesome end of fashion on soon 
1,@FL_Studio a cleaner look... and remove the old &quot;pattern playlist&quot;. And only have the &quot;track/song playlist&quot;... And new plugins 
0,Oh nooooooooooo!!!! I'm now 8.5 stone  I've always been 8 on the dot.... Don't tell me my eatings days are becoming affective 
0,@xyurii me neither  screw it. Senioritis 4ever! Haha
1,i'm back............ just ate lunch...  not yummy...VEGETABLES.
1,Great News we have moved from Lge2 to Lge1 on BBC site  http://npprs.tk
1,@Puriity Man..that's sound delicious..need to search it around my area...or just head to K.L..sure will find one stall that sell it 
0,"listenin'2 nadia's story.geez it mks me wnna cry so bad.  breakin up is such a big deal, isn't it? ummmmm...."
0,Jackie jus gave alll the change I founnnnd on the sidewalkk to the bum! Hahha.. 
0,I wish I had a billion dollars so today's tweet could say something about &quot;chillin' on my yacht in mexico&quot; instead of sayin I hate work.. 
1,@zoziekins  thank you. i appreciate all hugs. i am (slowly) writing a reply to your email.
1,@dowdyism Thanks for the mention. 
1,i have a question!! how to create a twitter status/ shoutout so i can put it my blog. 
1,"Good night TwitterLand, sweet dreams   p.s Danii, si entras dame toke !! xoxo"
0,@Laurenn_Taylor ahh yay! that's so awesome thank you! i've never seen them live before 
1,"OK, nevermind. It was Ed Westwick on Young Hollywood. I ought to have googled. Sorry.  So did I miss Ed Westwick on Young Hollywood???"
1,sky still the intro of The Cure's &quot;Just Like Heaven&quot; for the rugby then 
1,Dinner at grandma's house 
0,"@jessicagirrl i know fuck my dick  i really wanted to go, but i have to go to some fucking puertorican wedding, damn spanish :/"
0,"@ohsnapBianca yup, I saw it. Can't go "
1,Playing NBA 2K9 with the homies. I'm 2-0  Beat Ozzy and Wilson...
1,really bored... listening to music 
1,@sogetthis M just finally woke up. Now to get the rest of the house up 
1,@SharonGerlach Night Sio 
0,&quot;Firmware upgrade&quot; with D-Link ibstructions is equal to &quot;make dead black box from your device&quot;. What a disappointing day 
0,"@lovelessandmore p.s. Im jealous, you have a lot more followers than me "
1,@esmeeworld I just saw your video of Outta Here and it's so cooool! I think it's so great that a Dutch person can get this far! Go esmee! 
1,"@WillemBasson Ohhh, that's even nicer... Thanks "
0,"@OfficialYbt man, erbody been sayin dat on twitter about Dolla, even Soulja Boy! ya'll gon make me cry "
1,@NoreeVictoria looking forward to it 
0,I'm not much of a tweeter lately.  Makes me sad.  
1,@jaykpurdy we = the twit. damn straight! see you tomorrow 
1,@jenhasit  Inkfrog is a little diff from auctiva but once you get the hang of it you'll LOVE it! 
1,Brian just made me an awesome krabby patty 
0,@alexxxpatterson we won't be in town  email me if there is another one though.
1,",good evening twitterers! dinner time!  how's your day?? gbu."
1,"@Sparkin1 sorry I missed you at the farm today, but DM me if you would like some photos from today "
0,@rickyftw i wanna hang out with the all mighty rickyterror 
0,"Better order your #stampinup Soft Summer card kit, soon. This stamp set is NOT in the new catalog  http://snipr.com/k6cok"
1,"is back in the 'burgh with some sunburn. Annnd...everywhere you go, all you see is black and gold  Pitt = &lt;3"
0,Is working on a sunday 
1,"@vpsean Greetings, I just shot you a response to your email "
1,"@nbonsack good morning, Nicholas! "
0,ust got back from the baseball game! The seats were amazing....the game not so much....unfortunately 
1,@judahsmith God is good! All the time  Wishing you guys a message filled Sunday!
0, tea's gone cold
0,@glitteresque cannot see T__T only preview 
1,i follow people who follows me. 
0,"gone to bed. tg tomorrow is fri, up in 5 hrs "
0,atlanta sucks im going back to california for good  maybe miami for good just get me away from this  im sad n depressed this morning 
1,@tiffiehoang OHH i see i see what time you wake up today? I woke up at 7  im so proud of my self
0,"@jessickak haha k i will when i get home, i left my phone in my room...  woops."
1,@Sugarwilla 'sok. i've got a work around.  buying flight today.
1,"Good evening. Just woke up. God, its raining hard! Keep safe tweetple! "
1,Not much time to get on twitter - board meeting last night and ESL parent night tonight.  Looking forward to weekend ~ to catch up 
1,"@Spacemonk1 Haha, yes. I love that movie! "
1,@rickmav y not? 
1,@Arasphere WOah..thanks.You look nice too !!!  ( sth irrelevant ) do u have msn ? =P
0,facebook twitter app not updating my status 
1,"I've been singing 'Sunday, Bloody Sunday' allllllllllllll frikkin day lol .. i'm hoping things will get better soon "
0,"arg, might go home early today... not feeling so hot "
0,Ummm falling out with my mum 
1,@kayakchick @bencurry I'm VERY safe!  and mine's not an acronym! LOL
0,the only bad thing about my fav. fic is that it's forced me to realise how terrible all of the other fics I like are 
0,@agardina  we had one of those days on Saturday. It'll get better - I promise!
0,wants to go to the mmvas soo bad! looking at the red carpet pics from last time!I dont want to wait a year  who knows if gaga will be back
0,I miss twittering on the go 
1,@katie_outram mine too! Happy early birthday 
0,@cheryldoherty Congrats? ( : ? 
1,@DwightHoward We definitely RESPECT you up in Chicago!!!! Keep up the good work!  
0,At in orbit mall vashi. I get depressed in malls. Some bad old memories 
1,enjoying this beautiful sunny day... just wish it was a bit warmer 
1,@ernmander hope it goes well  as @lostgirl66 said (I think..) dream dangerously (but she spelt it correctly)
1,Joined Twitter -  Looking forward to use it 
1,"@RickGershman Totally relate - my mom's a lonely only, so we kids are helping her out with our &quot;nonno&quot;. See? U need to make some kids! "
1,@Bendels u &amp; @michael_mtp 2 of my biggest (&amp; only) fans 
1,Eating cake  YUMMMY!
0,one of my doggies isnt well  awh man! lifes a bitch!
0,"im hungry, but idk what to eat "
1,CeeMoon hir New @twitter 
1,@izsy_xox - haha..that's rad! 
1,listening to schubert and bruckner. two of the reasons to play trombone. 
1,"@nobodys_girl Yes, things are bad when even Sesame Street characters are out of work. Hope you have a good day &amp; enjoy your ice cream! "
1,@thebloggermom great job! Replacing processed carbs w. fresh fruits and veggies is the key to sustained wt loss w/o hunger 
0,Yet another injection 
0,5:16 AM and I have to get up. 
1,Just doing nothing...I should correct my book review..don't want to... I think I'll watch some TV...maybe Run's House 
1,"@gobo2905 Of the two I prefer Basso,rider and looks,he has an irresistible smile and eyes. Hope he can win, it's been a while since 2006 "
1,love monday's when there is no work. 
1,brb. gotta go pick up mah favorite cousin/sister with mah daddy.  doo da doo lifes good. 
0,"My god, I've missed this job. Samurai Shodown hands on is on hold, unfortunately "
1,"@JohnLloydTaylor THANK U FOR BEING SO SIMPATHYC  we are gonna met us the whole weekend. premiere, rio's &amp; sao paulo's concert and hotel SP"
1,I think I'm the only person still out here grindin....while the rest of these ngz sleep. More $$$ 4 me 
1,@hutt0n i think ive done mine 
0,College Searching. This is so difficult and makes me feel defeated. Grr 
1,says d pa pla co kumakaen ng lunch. BRB.  http://plurk.com/p/x58sy
1,@womeninbiz Thanks 4 following! My business is Women in Business Networking 
1,waiting for my hair to dye.. 
1,@tswlondon sure  DM coming your way...
1,"@GUYSMITH16 like the new helmet, by the way "
0,is drinking some brews after losing our softball game 
0,"@jearle mmm, I looked up Paul Erdos on wikipedia but it's not clicking with me "
0,@cashadc  that is sad. I was really looking forward to seeing you! Hopefully we meet up somehow!
0,Two hours late for school. Guess gotta go for make up again 
1,@samarowais Good morning   Today is good so far!  The year seems to be very rapidly running down.  Only 2 weeks of school to go for boys.
1,@leekingx3 It was on my CNN subscription on Google Reader. I couldn't help but repost it 
0,Tigger lost his bounce. 
1,"@Scarlett_0706 Nawww, thanks Scar "
0,im sik of stupid skool n the stupid bloddy people especially the people who supposely r spose 2 b mi frendz  i wanna cry
0,@jellayz oh no! i'm sorry  she was a good dog~
0,@pbzaiian http://twitpic.com/7opiq - is that la? lol i wish we had a yogurt land 
0,Finished watching totoro... It brings back memories.. And now I want my old totoro plush backpack 
1,@jordanknight HEY JORDAN...COME CHAT WITH US!!! DM ME FOR THE LINK   YOU ARE MORE FUN..
0,@ryanisabadass i would be sad if you deleted your MySpace.  lol
1,@LadyProducHer whooooa! you SO rock.... i was goin nuts tryin to figure it out ! 
1,"@turab235 naa, aint cricket fan but i knw the result already, india will win the match "
0,"DUI one night, Katie the next. Fuck me and my nights "
0,Now that the rain has stopped u can actually hear every single rain drop.Like someone forgot the tap.I hate it! I won't get any sleep now 
0,Who the fuck was smoking in the ATM? Now the whole branch smells like ciggarettes 
1,"is going to relax on a terrace, then chillout at Radio queertunes, then QT dance  Busy busy busy with relaxing ;-)"
1,"CEREAL. CEREAL. CEREAL. CEREAL. CEREAL. CEREAL. CEREAL. Yeah, I'm excited. "
1,haha sorry - stage mind still set on  need to get out of that for French exam tommorrow! How are all you beautiful people???
0,I cant believe my skin is breaking out here  i shall hunt for a new toner and cleanser!!
0,"@ItsNeet Awesome. I bookmarked it. No definition on nudge, though. "
0,Omg perfection doc tissues i need tissues 
0,back to school tommarrow  tried recording a remake of an old mos def track with autotune..it came out soundin' WACK!
1,Indie owners are sooo bossy! Thats gonna be me tho! 
0,"Also, I lost my awesome bridge keychain sometime today. "
0,eww...it's rainin outside &amp; i wanna go out 2nite 
1,lalalalalalalalalalalalala... what a wonderful day after all.. just hope i'd still have this smile tommorow.. 
0,@AntEscrow oh no  so can i get out of this soul binding contract
0,I wanna play Sims 3 
0,@JazzBuddafly not funny!  i think its the curls....
1,Just talked my parents into stopping at at a whataburger on the way to florida 
0,http://twitpic.com/6en5z - 33.6C in the office now. 
1,"Awww, Hannah Montana show just had a throwback moment with pictures and everything. Dating way back to 94. Touching. "
0,@weirdartist I miss you hun  We should meet up soon. He's back to prick mode so I don't want to know. You'd be cross if I told you...
1,@paulBLG suck it up! 
1,Dinner with my favorite brother in Seattle! 
0,@sophiebenjamin oh that's no good. sorry to hear that. 
1,Pastis with Esme 
0,"@markosm Alas, I cannot.  I am weak. Yay."
1,@djcrystalellis how's the bday!? 
0,Blast! No service  for the night. What will I do without my iPhone?  off to cook some smores!
1,@KnightGrl lol thats the same pic i just posted! ally and i were n the same group 
1,@NicCarrick *thirds* Claire :p you are too beautiful for that  12 days to go ;) ~*K*~
0,Oh my gosh..8 days since i've been on here! Sweden is beautifully SUNNY. My knitting is looking amazing. Dog has been ill with fits again 
1,@natluvscupcakes Why so happy for sunday! 
1,"@ddlovato lmfao, planes, trains and plantains. that'll be my album. and in my thanks, i'll write thanks Demi for the album name. "
1,On my way to a business coaching client. I look forward to It! 
1,@SarahJacinta Thank you! 
0,@SandiMon  ... thought about packing a hip flask in your lunch box?
0,"@Klerki aww thats soo mean and sad!  you're soo nice tho!! whoever she was, was damn right stupid lol"
0,Note to self: Drinking an entire 32 oz. Gatorade causes frequent trips to the little girls room. I'll never drink so much Gatorade again! 
0,@xemmiejane Awww what a turd. GRR. I hate when I remember things like that. 
1,@sampsonian ah you missed International Day of Facial Hair Adjustment by 1 week. Better late than never. Happy scraping 
0,"@mrmaxg It sure does, as I am reading it now! More than I can say for my new SIM card though  x"
0,3. The REAL New Moon Trailer = Awesomeness!!!!! I can't wait till it comes out. Too bad it's not till fall 
0,@OahuAJ lol yes we did. Though I'm quite intrigued about the shrimp by the sugar mill. Sadly we did not have a lot of time today 
1,ahh! getting ready to head home for the weekend  have fun all...
0,a lot of things changed today.. like ancelotti became d coach of Chelsea.... of all d ppl y carletto 
1,@RachelFerrucci  Cool DM on way. 
0,is finally home after a shitty day at work doing floorset...... 
1,Bournemouth beach has sand!!! 
0,@phoenix_life I'm sorry  I don't really like using msn.
1,Goodnight. God is good 
0,I wanna still be asleep 
1,@missvainjakarta stay tuned for more adventures abroad!  I might be going to Amsterdam next month for Sensation White.... 95% chance!
0,wishes her peeps would say PEEP more often 
1,@selenagomez  Omg Selena! You rock and totally inspire me  Keep living your dream and keep your head held high!
1,@lickmycupcakes Yay!!! It worked!! And thank you  *blush*
0,watching the 3rd harry potter movie because it's on TV.. hahaha soo bored!!! missin' the From Jupiter guys  as well as TWTA guys 
0,"Happy Mother's Day.  Scott's off to Dallas, I'm off to NYC to start Hilarie's apartment move out.  No Komen Race for me today "
0,@devon_leigh Worse??  Do u have meds?
0,wanting to talk to him its not fair!!! 
1,"@curlyreds Since you don't know what T is, the easiest way to figure it is take current time and add the hours, to get T. 9am+19hrs=4am "
0,my insides are hurting....miss you...  
1,"@AMYTHEARD aww, you guys look hawt! "
1,@sueupton im watching too. and wearing my DMB shirt 
0,"CHILLIN, waitin to see when i can GO HOME! "
0,8.11am and birthday is already epic fail 
1,"FREE rootbeer float @ Sonic Wednesday! Lol YAY  man I'm tired, best waterbreak I eva had."
1,Off to get a manicure!  Hung out with the lovely @spiderbee for a while.
0,@tPREME noooo  In a hotel on the way
1,Congrats to my girl Tiffany! Im so proud of you T. 
1,I love bike rides that end at ritas 
0,Working on comics... still feeling sick and very weak. Doctors didn't call me back. 
1,you belong with me!!!!!!!!!!!!................ hahaha..... 
0,"tired, but i have sooo much to do! "
1,@WindermereLodge Will give you an extra special wave tonight 
0,T-1 I MISS YOU SO MUCH.  Why can't T-1 be our class instead??
1,Remind me to get out &amp; take a pic of my blooming clematis before the wind storm tomorrow. 
1,@lovecomatose allready do 
1,Email unification and Vstuff are first up this morning.... Along with the to-do list. I'd be lost without it 
1,"Today was a great day  Rather Exhausting. In bed, good night!"
0,"@HimOverThere gosh, poor thing! Get well soon, leg.  xx"
0,"Just had some cake, really good, i know its late, ugh determined to finish my project by midnight, I highly doubt it though! "
0,"the rain is making me bored, so bored that i am watching mtv's pimp my ride, which i hate! "
1,@vestacaro http://twitpic.com/6m801 - looks like he is standing pretty well now! 
0,"In bed, wanting some attention "
1,@melissabacelar nope. he was taking care of. we where only gone a couple of hours 
0,@Maria_Liz  I heard my boss got you in trouble what a lame ass 
1,watching telly 
0,has to find a creative approach for a presentation but nothing yet... 
0,"just woke up, my hayfever sucks  and the weather doesnt seem to good, BGT tonight x"
0,I can tell this days going to fucking suck yay... 
0,Not exactly on my &quot;A&quot; game today!! 
1,"@edovett I am seeing this, my stream goes by so fast at times I miss Tweets is all "
0,@erindeal Ill be leaving when you are arriving  Hope you have fun! Enjoy the beach and VA! Im sure everyone is excited to see you.
0,@Nana_CuLLen yeah already.....i've searched with my eyes gustav... i wanted see him...sweet 
1,@cbrandvold actually I only had two Michelobs. This is a chronic stomachache I've had since yesterday. Feel sorry for me 
1,@rianov Yeeees. im still trying to figure out who has better seats and better phones. lol! will you want to help me? haha. volunteer?  
0,@Skybane81 It's more of a half life 
1,@FreshlySkweezed It was my birthday yesterday! I have been thoroughly spoiled. 
1,@Abijahk  This  Burning desire   to  be  a rock star  LOL
0,@RuNikiRun eek that sucks  sorry
1,"@grimysuspect Haha. Oh, that's good. Me? Well, I love music but I'm not an artist or anything. I wish I was, though. "
0,I soo want a Westie puppy... 
0,"hadn't backed up his iPhone in ages and it just went into recovery mode!  Loadsa texts, apps and notes lost! "
0,@crazypirates03 aww  I don't blame you. I LOVE Chicago weather.
1,2 exams left 9 days 'till denmark 
1,@rebel_vamp thanks  sometimes i hate my laptop.
0,Dissapointment. The mexican weather woman is unfrozen.  now some novela is on.
0,@etothebrooke Ugh. I am at the Senior all night party. 
0,"Just when I think I know my city well enough, I get lost "
0,@neospace Too sad for this kind of war 
1,@sorcha69 Thank you. Very kind of you to say that! 
0,Lacking organizational skills today. Preparing for convoys sucks 
0,i feel sick again; urgh 
1,"@TeeshTeesh It's Dave Matthews Band.  There's a live concert streaming, so all the fans are on Twitter. #DMB"
1,first time in weeks to see the clear blue sky 
1,yessssssss long weekend  xxx
1,@Gok_Wan Heya Gok hope your ok? Your coming to my home town soon to open the designer outlet mall. 
0,At school  damn how can I have seen two of the bitches I hate at the same fucking time
1,@infinitecrush lol oh well 
0,is at dancing waiting to start. Thou can't stop thinking about all the uni work I have left to do 
1,"@green_i_girl Any song recommendations? I'm writing, yet again. "
1,"@greggrunberg Btw, I finally understand what Yowza!! is ! Well... better late than never I guess. "
1,@BuzzEdition that's ok  hugs
1,@Sianz And Sergio Tacchini  T-shirts 
1,Angels and Demons... Watchmen.. A R Rahman concert.. seems like 'Awesome Weekend Ahead'.. #37signals 
0,"last night, hate ojive - he made me a little drunk "
1,i'm so tired.. I will sleep i think !  because tonight I will need ENERGY 
1,Happy that my Monday at work is about to end. 
0,"I don't want to be cold in April, but I am "
1,"Finally! The Space Ð¡akes are on Twitter! Welcome, guys    Ð?Ð°ÐºÐ¾Ð½ÐµÑ-ÑÐ¾! The Space Ð¡akes ÑÐµÐ¿ÐµÑÑ Ð¸ Ð² Ð¢Ð²Ð¸ÑÐµÑÐµ! ÐÐ¾Ð±ÑÐ¾ Ð¿Ð¾Ð¶Ð°Ð»Ð¾Ð²Ð°ÑÑ, Ð´ÑÑÐ·ÑÑ? "
1,@RebekahGlass and that would be??? 
0,burned my finger... 
0,wants to be shopping right now.. or swimming in weather that's actually warm. 
